texture_name,tri_dumped_tga_sha1,tri_dumped_width,tri_dumped_height,tri_dumped_width_pow2,tri_dumped_height_pow2,tri_dumped_png_converted_sha1,tri_dumped_alpha_stripped_sha1
001a72b5,acada6d57d096bf1f54e45944c87f647ccecd4c6,186,50,256,64,07d03e7ddf297ac64d51587dd0918c52b88a51af,0000000000000000000000000000000000000000
001af8c3,22a12148344578d2d2a3148e20daa8b51a6af9af,64,64,64,64,ed85a0de46231337c3fac8875d223991db508db0,3e7e69f11a38ac20cbecaaea5e9a51380321f071
001b1537,f68f17f4e868bb5932f929fb4cbf206e307c40b3,230,230,256,256,80b122ffb15cb194186827f38e488ec43cb6ca9e,b25f999d5ba83fa1781d1cb0c018aeed27d98ee5
001b154f,dde460d1b280909291a870248de19ab4a425b6a4,230,230,256,256,794837c9021d4a3618fdac3399fb68d987cb24d2,97de1226bf76924404d8078759123d97d69120a7
001b43b4,e78f8a4608ded27597741a77f677a9b8cf2dc7ab,64,64,64,64,b24a461ae39aeb32af1ea72f578f5bfe5187b756,0d12766a4f183ef46f5075392d07a2e2dc6912c2
001b4bd8,2458ef42226db4637065e68d8e81993c89030c7b,64,32,64,32,1937ef3583806bb021161338d229a3482d7711c6,58ab1e21c84ac3317d1e0016a31b6e1ed0b7eab0
001b662b,0af5fbfb807807ee4b73c412306206674453391c,18,18,32,32,b1df749201d62c0709d003853343914e48e3db13,0000000000000000000000000000000000000000
001b72f7,09bcd809a762316805d071097358c9c02d30efe3,72,40,128,64,2717255aabeef4bd222e4100b276975043c5f2ff,0000000000000000000000000000000000000000
001ba4d8,df6e41393040eb1c9e07d7af9c028024d9729884,156,116,256,128,ab1604733f7824c71a6c8381583e07c32d65cb53,d01434ea58e6c8f50b987f0aa2e9c9dcba457b62
001bb938,c66847522f06582ccdcf64575236a2c5eeabc17e,156,116,256,128,052d9a7fd022d5e31f99c3d2199ef2d5a7eedd18,47775c92a7d64bc599044d8a76b681c17a695388
001bd7be,b039ed5938ccbae1f7f8c69181cea05131193f22,142,50,256,64,4b6bee308de9a9a23f5da0266b94865596bc5b96,0000000000000000000000000000000000000000
001be510,7a26fd502b906689a40d8f26ad7067de2224f3b8,294,50,512,64,8be02535ed28cbcf17540700880d5e1f13ec80f7,0000000000000000000000000000000000000000
001be98b,9512605a1175251947132544d189ad6475912ad8,32,32,32,32,0e0fabe9a6dd4a017a7a459a437c11a596b4d5fc,988f0bb0d3f6d211a5fd1c61597a1cf06b96a9de
001beddd,875f38a9c1508baf1ed04935df535c0efb1b967b,440,208,512,256,4eddf18f3cf3395fe0ea061702e03708abff99c5,ab056592d5bdd9a46f29e70ee8027aa9a50f2039
001bf8ec,9c542b478205f365aa1a411ace226f37d96a41a9,230,230,256,256,78d94a695b824c1c4537834253299ae8d551a313,25123b25ff667d33d246ff50e13ae7d589567359
001bf8ed,a751852ba4ccb9e7ad81c2f1f6c6c4ad3e9af6af,230,230,256,256,f1acc7c4db9ef0ca2e56eec09bc6878f5e342b04,aa15f72539f242b661607d8f71f23e7dd8826d83
001bf8fc,6a7c2c83a7d641aab0c82d884aef76e5b240ee36,230,322,256,512,157d203c433bc633c5e52af343f5dbbae83b7c4e,d62787775a3bf129400c19ae003809d2511f4e26
001bf904,da950bf1023cf39214c24ab18214b7ae88741b9c,230,236,256,256,0230a0bca62d1773526546dda505234777f82c23,a7704c0c4bd979fc9f16b5ba6cf1a4fc0f8fe376
001bf90c,4e4c4a48142aee7c7210a998c212b31a0d84e851,230,230,256,256,e68a31efbdd8b8ac893b0c03065a4c26324c0a9c,55df77493a2ba7fdad5a0482f4b029e18dd1bf20
001bf90d,29a58d3807b637ee22d95849ff83f839ead65ff7,230,230,256,256,5469cae07f94fa0b62e6ae9e0539edc02d55e440,2051035dc8cdbb71aa2e75de30711b88b43e9aee
001bf914,3d060b21acd507d8e1fca830a4e86459c4cf5d42,230,230,256,256,ee3b884802c1d741a512c389f9b8b4ddf81689e0,159f789242c9aa1899bcfadbd46c49644dd21838
001bf91c,66543b21a300dff4d05b3caccd110117b1785d2a,230,304,256,512,e3c05b368fa3ccd3a8137b26385e3587ab1a4c8e,55ee2fd7f0bd67ff69643bd898905a69819b7e07
001bf91d,d4b1d82be9feb17e0745d950612b0cf1cba432cc,230,296,256,512,0d62524ab2642e4b63b49d4318c4f8979ba737d5,06d91ef5cd73c2f8a41892a1d14b42443e6e66fc
001bf924,46ab159465ad396f7d1a1352d235b2ef8ef238f5,230,260,256,512,1ee51178d66f29b9d201f768016b471026f85d48,25cd40478d3eda0109e274931b94c2d307cdf103
001bf92c,645094d91f1bf0cdedb50d7960d5ec6633cabb5d,230,306,256,512,87a608a9f50accf4668622c132336a2210dbf1a7,f625298bb6a58c238f66c4e78f3009195f79fdc2
001bfa14,3eeecaccc37230ab75e12eac04e49b60100a45a8,230,230,256,256,4cb5486552577b3d781df8c42da62bf359a5c797,94884b786086163035acccdb7b0a30fd2ca6161f
001bfa24,64c6846af7313a920395e2ddf4348d93b83bfdf9,230,230,256,256,fff7c52723f534ebf3df8d44af79b2f1aac85273,f4b635eb5d89e7bac7a76ea6cd3488f96a03194f
001bfa34,387f33c21832a20b05e2ecc51cdf485e8d89254d,230,266,256,512,e53e2afb97e0d07269bb4110ce58788f514ff18c,10aa41ed0cf2b36ade2c0c55a8aec1fa08d2c042
001bfaec,f338967b45a9d3a6e97166ed6b86367934aa23f5,230,230,256,256,2d417b4f7c6a9cc114183d73beb886fcef543c40,f19b4df05a65a9a7069569ee5784aaed6a38ea06
001c16c9,be71127f146cfac4aa738543ae53f4ebab0e8dec,156,116,256,128,9d24ceb35aabd5ce1d204fbcc5393d68e4e1c6f2,9d2093cdf826abad11d16d474d9cd67390436f7b
001c4bcb,bd3f8503493a9f9996602178cb7dc131496ebdd3,18,18,32,32,485a32849bb189ea5fd7a0478dfaaf9d9f074f57,0000000000000000000000000000000000000000
001c4bcb_893ec4e5e61202730c82f3c3dc3306f1,dd03640c0bec8ae99f58da281f2d65a070eda0b0,18,18,32,32,6e585f5450f273dd6a57fffaec66375a2e1411bf,0000000000000000000000000000000000000000
001c886c,29b66bb8b7a5c19f7e2091e26df0e5855cdb69af,16,16,16,16,c5076c86061b59752d660ace40604b15d9649a5d,0000000000000000000000000000000000000000
001cd611,af0924adb70427a676244daa22334da17c04b663,64,64,64,64,e3c5b30c9fb18f00ce598841cb9e65d7170397c3,d8fcdf34d5b10e2c4deb2918cbacd98c72b3eca1
001cee1b,81a094269a9cc4c1a9a35ed177bb08d32a42a937,480,60,512,64,9e81b139b8df6a00b1d2ded2eadca64199463b30,0000000000000000000000000000000000000000
001d2980,60fc9c7096e8ea73b45adc8d8be4c06455c0c665,294,50,512,64,d0cdaf92f185380f9852f7997ff15e9b18acb9da,0000000000000000000000000000000000000000
001d4b0d,d86ce796700b3e6c3d92d6f81a9e9abcf2be3d73,32,32,32,32,a7c10a17e9942bb153e342852f87813ff440494a,0000000000000000000000000000000000000000
001d5893,bc9f03fe6d7b00f8f27bcfa8097f8a6524a29c2f,176,24,256,32,c964c82dc76812b73ed3e882a57f30d90434c8dc,ceb11fedec58fbed36f28557f87c510d78e59557
001d9f6f,18612d01e6de5eb24a11f1aaa0fd40099a0cce87,440,208,512,256,8fb88528dd17975f3c5c208d16244534a5c90bf6,5db8167c40f87974cf158ba7a45a6347c326de1e
001dcfc8,8b205701ce6e9098834cc94a8dd681daf40efefb,20,20,32,32,c7bfc9c0f8379cc63bc67e9337b36a0c0ccfd68a,0000000000000000000000000000000000000000
001e4234,b2ca7e2e9e1d133765629d875a803ebafbc9e788,200,16,256,16,f8c9eb142187c3e604fe9c973aecaa4b1f665667,e07fd80f092f53855ea03126acdb04ea19213cba
001e4ad2,4634c70b4e2445420adf966c7ad9931fa0f920c4,156,116,256,128,6d6b27b2cfc57863c771d3cf7d719a8d83fbdef6,62dd53bca480ffe317dfa8d86f177bff10dd2517
001e7a1d,f882be9eaeede423b75e237b4ca0a6de759c4528,160,24,256,32,9de20454e52f5016c9c168dbe7bc31133e7358ec,0000000000000000000000000000000000000000
001e7f7a,818477cf71b2366324d7081bcb37705b790fd081,8,8,8,8,7195c606a95726b6381232f5833db0ad983c73d9,df25eab5a6556e578928a55b95e41f8a1f9227dc
001eaab3,77e8fd463049ace6da1b39e9476840474fd4cc91,58,44,64,64,8b488c5b44dc69d464b830c81e3e421bd9ff1c55,0000000000000000000000000000000000000000
001f1c7a,520a024850d85e26691810ec4d8f6c0ebb696f55,8,32,8,32,5c36034f9aa61efd5e4ae78b68680a5acb66b8b9,58d8ba6f154f86985f7c3cc772a5d82f8682981e
001f2cb4,b18e4bb29e8acf4a3e5b7f609f54d75844f600e2,8,8,8,8,8980ec5643d7369a3ea7ec44c37087f104249037,e3edaa475324206071723ffbd478dd6136a242ba
001f3b7a,4a2bd5c083dcf90f25bf29ac037e65dc6f26c862,8,8,8,8,e6df93c3bf3a7b550f315417470c09fa3462170c,0365ba5e8b4232db7e6a5f4a6d9342905c981a6b
001f57a8,07ffb7d7f1166b9aab6a2ba615bfe0bb0a84940c,156,116,256,128,ab40459a112467aa3ccbd5f26ca0725a740fbee8,20bc8ffb2897919797e6c80ebb3aba2683eb865e
001fcbdf,72568478678a33c6f3acecbb4f790268c3b12ed9,208,50,256,64,4bca3157b552bf83ca7cd67908e40565af5e4dd1,0000000000000000000000000000000000000000
001fd043,ca850b60b1ab29db89dcf3faaecf63337f2a96cf,18,18,32,32,317ffc588e7d6f97c94f4ee1ebb096329dd141ac,0000000000000000000000000000000000000000
001fd043_cf6f6ffd8dfa5a03e150da0f1347fc82,6ad1376d6e54a1dec0701dfff878decf71f440e1,18,18,32,32,5f8b7220c1fe612e5ba138b4d5d3c91f589e8b42,0000000000000000000000000000000000000000
001fd51a,3862ffbce012a5030f9ff338992391047183fab1,156,116,256,128,5542107094ce424d436f03801785eebc519bee83,12576768e4683a9d01d8c6b90c948a1301c4daec
00200126,fef0d0091de03de1a8723ac7d1246537d2c3c62a,208,50,256,64,38112d1cdbc74a2c4621e6e405435db097edcea2,0000000000000000000000000000000000000000
002006f0,a3f61441b89be77a83fe4180d5d15311fe2422e0,156,116,256,128,ec5d44a9d5f3702c54031a31025e8a627eebcab1,9ca40072f36a208ece09e04c29d9d7099f728bfc
002043af,93da1274fb6d68de695519c5c19088e0f362b707,64,64,64,64,38d6f59aa83992c169d0028dfd67290db74d2dae,26a1e49e2f32fc1e80f5f5381b4065b3dff7faaa
0020a9c7,5a839d237e2b00449a0a3f8012c459cacaf3b2fb,220,50,256,64,e3bf37812a490a50c6d8424aaf3bc6ec58164e1e,0000000000000000000000000000000000000000
0020c1dc,ec9c81ade2b5861fd099c1805138b6892aacaff3,128,128,128,128,a97a10bcb2fd500a31fa52bb6962bc9bee7d83f2,0000000000000000000000000000000000000000
0020fc38,4bd2c50d22313a4af352c69e55c75ba6c665e59b,156,116,256,128,b7ff8c38ad348aefc88b3aa047c52ee61e3a354f,953124d9d0ab55227715d8f518fa2a0fc16aab99
0021435e,99aa9421ef4bc19b4d90d805d8dbea279ed0149a,138,80,256,128,5caac777e6a0bd03d5a45bfc74555e82750ba110,7ee67e5b2531feacb5ceda2b440deb75e547da5d
00214362,a12d5994ac52f0ae00de0bf39c10dc2093a3367c,280,24,512,32,d9f03a9ce515cf8119835e74309a7c6c3cccb757,f9f1194acf378c6aa5ae715884e23b3d38c9d548
00214366,9cdac8bc5bacb8d0e5666048a97fdd6e8a53a6fe,240,52,256,64,5f0fdc975461460cc7c736191a4c0a4e7cec4934,3aabc8e658598c2cc9c621ed1132a198538b3974
00215d88,425db45a06ad7330031e30e1cb7a0503b80d5693,80,13,128,16,a4513d8924382ad3ac1ce4be60500f27f122d0f2,0000000000000000000000000000000000000000
0021c067,3c6bcc0ae5e0692858b9241d481f8fe2ad4365b0,230,230,256,256,05b309ea8c3ddbd95ed94d11c51a830ecb3d6ac3,6754afcba0c177a552564558254fadfdb9fc64a0
0021e658,7005785fca11414141ffbdcbea5074fad40f2150,230,230,256,256,0f39455bd02ce5c0ab2008a077d3b09923816c80,3b9b16d2caac2e97012dfdf5a64c98291ff30cad
00220e30,c988f9ddc29ce7761b9c9e067dbea6d2cddaec91,96,16,128,16,ab062513b096482447737c9932dbab1c4e53ee58,0000000000000000000000000000000000000000
002224c5,d71ee0403f996c6083ca73956be035a3f9283457,110,100,128,128,0a14058c9a8ca90d39515f44fd68995f92a76799,df0fde4fcae71fa5aec42e7f66b512346e8eade3
00223801,eb97897f40c4bb88f32a7252deb13aee19114baa,256,256,256,256,ae17aadad9b6a476a785db2448df4c6280872cd1,b4b7257be2ccbd9cb74d923d994185ecea47f414
00229c1c,269f4d852e7a61f7d3dee9863811e4374f4e0538,20,22,32,32,cbccef55bb756d59af04a915b7773c599f0ced82,0000000000000000000000000000000000000000
0022c1bb,43d046f04628c4907422bd02304b531c14b3d748,212,50,256,64,4cf2578b36b516a1f2bb9a565f2e452388ed42b6,0000000000000000000000000000000000000000
0022d5cf,e991362677b93b738ded6530fdb42368c2d25e9a,512,152,512,256,9c75ec9dbf8fff14503a4a27e27f24cc8a469382,0000000000000000000000000000000000000000
0022d5d0,a7f19f1b9af1b5a2d297a351afba9d09ab6e7f95,512,45,512,64,2116d530d38612f02862c2fba2bf55146e7beeb3,0000000000000000000000000000000000000000
0022d5d1,c4c9c3a1bc6bff6f6bcbabaa3b79cd97fa2d15fc,512,46,512,64,8678a0664ab6d056753244d2c4d7492b4115ef16,0000000000000000000000000000000000000000
0022d5d2,c9949579c4dcd88b5edce60545d671a473626f47,512,45,512,64,f06deb3511eca3e93e535751ad271330fdb05f07,0000000000000000000000000000000000000000
0022d5d3,49afc6c8e84d753d7d107e3c9075b5411b8ee701,512,45,512,64,0d742c9fdc73e83b16b8fdf266295fa69e9736df,0000000000000000000000000000000000000000
0022d5d4,09a25b394af94642c0bfd35203f8579a6918fc7c,512,47,512,64,9cd749f58a48e63e0028863ef1fce13f8759047f,12fd55a38e69cebcfbd4b9b11c8a4230181fb64f
0022d5d5,1ce2f0f356c12a39a2e36445efc867e981ee0ff1,512,46,512,64,6c0e93b53aafacda18684f39772df25315798ab4,0000000000000000000000000000000000000000
0022d5d6,09562c140a9faf718f1742b6751a02984146887f,512,239,512,256,c677a92f3c67e7040b5a874cd663827ae326c126,c3a83cd74a0aa46d664c713687c68c643b7dffdd
0022deda,ebb98aa8cb49a9ba3a6d1c9969a5a94044b737fb,156,116,256,128,af34709046b051ec150191d063c7804d030ec125,d8e1732f85e20893ee44b0e608ea2f5385633130
002323d4,0153d49f6703d9a4ebc91c847563d5e274ea549a,208,50,256,64,ae953c5892ac0f1fb58c65065890501effc1f034,0000000000000000000000000000000000000000
002343af,40d0de0a2bbb82e8678f63939a8f48c250793963,64,64,64,64,2acb965adabf4950b2c7166d313fa0211dd1ef05,02818f6561f8a6050d6a1006d98cc3df267b766c
002362e7,cff1463e8ef16c1d13e9e656eb977d426635c337,96,16,128,16,0d77b369a1ec1aecadef514bad682c4b3f13fcef,0000000000000000000000000000000000000000
00238f30,910cecca395e858194cb331f4b713c7a93997a95,294,50,512,64,31c610c59595e1c419875ef3784d10ab48f2c753,0000000000000000000000000000000000000000
0023c110,b087a43dece33ba06c6a70bd5ded981a4b3aa872,294,50,512,64,69179330a6160bda41b083db0ebcaad16676e118,0000000000000000000000000000000000000000
0023d260,beb4b5158637ca347d2e0819645104ca4d27de2b,294,50,512,64,599402baf782391251de922553a492c09c67433c,0000000000000000000000000000000000000000
0024436b,8083959755287e23b87f4e4446a755fac6289b3c,64,64,64,64,a4f4f8d5aa813239ec3ebbe443354861432e804e,0ea12b6a5bb4eefdfaa5c1091aa2a00a112aa444
00253762,0c7f6f93b655e6f0ea7267dfffd88ccfe044ce8b,64,32,64,32,e184a8852d52ac99fd03f6106fd57bff05b6a7a4,b51af02fe4b69aa82af13d75e85b61c57e65145c
0025962b,e39d081f66eaf0227b261c54a9f3a1ba63535117,64,32,64,32,3914558f0a7482835fcb6ad6137170e39961110f,4258a85a6590f3f159e21dd4089f4ca168116b08
0025963b,d55c9bdf2346d7181d48c78cba3cbff43c24c5e2,64,32,64,32,d002dc12098e20e49c13decdeb44b7d82f4f8eaf,8d5c8142e1207b992b875d5b34c09fcab9d99f92
0025cada,3a040abb99ed254bf44a9944165a9d32e35f1434,512,400,512,512,26d0c3ec4091db6cce3fbb4be8d2a05702a5f596,bf5095e42b3f14b0594ac5ba47363b640b83f63d
0025ffa3,c5fe52b7cda2bd3464dd2df176a1f7aefc24873f,64,64,64,64,9f332b5b55a8e8815715ffecbc2476ca0e797684,364481541dacfee8c3aa3e462a4dfa2b463e954a
00264366,0e2f095e5bd0524b21a86ddf7a0807cad1b139a9,272,24,512,32,e8eaa971d20f1ee61b22c4c1d92eb423df156831,99aabcddd55cae42a2de20fd2897b53a25a2d229
0026436e,5ce27b9da014d3f019d36c215412121bc82650ca,64,64,64,64,eec742dc6370eb55d97c366021fd62a996451947,1eb05cdae4462326fcdb5891e80327d80bbe6211
00265ab1,8fcaabf6274d38f0940bc892eb45a396f8119750,156,116,256,128,9290f941d7d0c52288496414b1d02a1e0bf341da,aa60528a951b7aa68eccc99516a7d7bf8a19861e
00266342,af6be661c5f2cf18b3b5aea6dbdb70350506e285,156,116,256,128,be60f4dd4d5a708248f7c4232a656f8a097872db,5f6f23583dd3aab50d8eaab11fc7da34fa296948
002671cf,fed1a35be6f85dc796a665a44d9fbfc79f240e6b,156,116,256,128,90e5891a82d60aa70f4aec4eade5cd5dd346d770,9af770a8735208f58f8c7abd0746e279c0265bb6
0026bb45,a88bb10e2a63b9c08e41f56f0720e4941eff66f6,322,50,512,64,dd28480dccf8fcefc2abd4a8b0c8f8eac03a5305,0000000000000000000000000000000000000000
0026dab5,3ff063a6e6cca7edc7972480fe07d0c3d8d014bd,324,50,512,64,27ed4b17effa1dde34fc2fd819d75c57ee88d22b,0000000000000000000000000000000000000000
002737d0,67dd1f049eced90bf929977aa9dc7bf3ea86b3fa,62,10,64,16,d598f033945a6b142dbe0562fdfa87f6bc90ef11,9eb47b89cfcbb8e0b7d3444ffe97aed2e09e31dc
00273b68,978529fed6a5e98f5a60a6265abc1c3b6f3c4260,202,50,256,64,8d9214885d29b9cc41ff5762b8b98844516c827a,0000000000000000000000000000000000000000
00274fc0,109bf222b58af3ca74e678665aae1a457d34690d,64,32,64,32,7c3ebf2d6c58fce1b3b33b83d1fdb842b40e7c26,a33f436ba19a164fc8cf0b7754908c8f86b48453
00275011,fc45703afa3740f7f6506505b1643fec25264e6b,64,32,64,32,5c36fa439f171ca632fc3ae42367c436b7f974ed,c3aed47bbbfaf4ce4036601b6918b27854e63cb2
00279634,7e24a6efacfa8817142349ed727941a291e975df,156,116,256,128,d39528025c1d2d658b6bea9a671850f2687b1b49,debddd29438322dad13f4ce0838083219c057adf
00280305,79dbc0b4240cc16ba39b11b92b4384ccd8d8c183,130,100,256,128,ebc9afaf7f7d668cbe944817a4e271d1cb9c2b99,31ca8298fd717884648d3d60fa7a6b454f295093
002855a1,d86747b417803d86f0d9ffcfea8f0df82bda60b3,16,16,16,16,55e7243ed63fad4ce3ac313860cbbc4eda7fdd1d,0000000000000000000000000000000000000000
00285de1,df214364d4aa5a7ed97aa1677c19b91fb1106e4e,6,10,8,16,2d0187f0b4e7e9044aa711304ee0379d50de8cdc,720fa389336d97c8fbd321dec18a718a7795d5d3
00285de1_f245571f9abe622359ead9324d4b106f,6da78442dfa00903d6db26ea1c9b1633abe5c00f,6,10,8,16,62c20f44f432318ab9ebbd033b7fb85314423c5a,c97fdb6af750a06250a4ac26a2ae2ce4fcba14a7
00289658,d69daa14f397193e2be3fc18a2be1650ec5608e6,64,32,64,32,e96fe257c42d2f01f000fd369956a1b94c2c91ab,1161509eb0e0e0453446072615dbd12c65c21bca
0028a739,a2f32fff7831def98438740f3af2bee644f9df3c,256,256,256,256,5a8f6480e86d28c030d0ede8369d245496d82631,c4b00f21f8c6d8992454080fb5650879b9ad069c
002943af,7c5cb9a706659db9b5f7bd709f8c4d01c795f60a,64,64,64,64,dfffd08dbe052e044bca2342cd57d71e50376b3a,2776f80254b516e64c8cddeb05bf0ea3c2381d33
0029df46,03b582192ae23b763bbff0c64295ebd643e78fd9,156,116,256,128,76b719f4896b8a8b91c35bc4ff5f4f742adaed72,9baf0c95a6063393ce9e4918d28b0190b717ef6a
0029ee67,8e76246c99db5212541e7be405069eb3927369fc,256,256,256,256,23cfd3692b8dc827bca4045849590df0ca3d048d,230803984d3236390d8d89669a426d3d5f553cf7
002a0983,47d07472ad29ada41b4ac33806e1bfcba86e5a8c,96,34,128,64,19680718667f1daa79c1b3a61b820dd8709e6431,0000000000000000000000000000000000000000
002a1de5,9e9cc0496955defb885c0bc7b2e65f541455d401,156,116,256,128,9277df61776ce981890da39d6e7bd412d9469571,7e2a7ae0f16c76c78a513c71bd52a6dd6d929b70
002a4e9e,cbe458beedf26aaf845aab13d8fb9e8a7ba889eb,64,32,64,32,e2d82cc1eaad5feb12e29a62e084c4fabcdc86fe,0000000000000000000000000000000000000000
002a8862,72e11f2d3bf50ee27254d801f69650aaeeacc3df,156,116,256,128,036499994fe5471512e89173b0b4232e8f1ec5a6,76da2f5c63195dcdd824304bfa6ff0043f77afbd
002abcc9,7f250c69f7154d7e00580fc13dc7bffd15ab45d1,14,188,16,256,4163d594babfe65f52a2fb6e08aab0c5d962af51,0000000000000000000000000000000000000000
002b0983,6efd38ef9e120d73bbafd4692f76f37014fccbb4,96,34,128,64,465433a151dedbd3a4f4e19ae9d059daa82c27e4,0000000000000000000000000000000000000000
002b9eec,aa9e8b7578ee1092346185066890bd70c90c4581,160,24,256,32,02c908eef2975c8cda457f0c4173115e2f0ff1f7,bc1ac4a7398b94fd64efbcd75337584be2f4e27b
002bb91a,bc664fb50799ad3491e9d25f2e900478facc8313,330,50,512,64,54a257390667fd172965dde03c7b7f1af5406927,0000000000000000000000000000000000000000
002bcf9b,9959bf3375ba92e91065d0382cfd8f26dc0c3c6b,96,16,128,16,ef224be28a58a34b279c5c84788d9f3191f49924,0000000000000000000000000000000000000000
002be98b,5be72f52d0312b6eb8900d3a9a945f8edee4a6f5,32,32,32,32,d1d23f3a8fed4f1ef1df48ce53999c8c15ab16ce,f80ad12cec41165ab9a0479ee8c1f1089fb438c1
002c4dcc,05d7c23d128d8ed31d639ec1d2a782a3ba20550d,256,50,256,64,2b37604366c7b8794bcc355d335866b5cf7150fc,0000000000000000000000000000000000000000
002c9ee8,b2a32824de38e122c94e3508555b26aa055e1010,256,50,256,64,4c6fe7386ad20039d77eda7b8e90e9cf641f553f,0000000000000000000000000000000000000000
002cbc17,dcdb2e48ff4443d0a1860d49bede0a5fcb28bcd4,156,116,256,128,dba550f3346cd394abf7f8385cfba90d6e197d05,1244cdcdc0ce069c3ccd2bfdaa030fa97fe060a4
002cc4b2,2d0dc86f1c2f3f675b0a55c3995acaec4310d6fc,156,116,256,128,4d602dbfc41d1bf9284985b22071b3eae7dbe3fb,ef5f8e611f8f5f62149f9937e270278c3e868b90
002cf5d4,cfa29ead3e5f6fb5d4c6da85258b356bccffbd1a,230,230,256,256,68bacd2d01e6cbd9b23e50032756473926d3b1d1,de2a03991de9bd49b49fe209f9374c5e8f0d9571
002cf5dc,2d2097a1262cd47afbf2cc1047ece3ed2470872b,230,258,256,512,2e40533fbe6e5d40e031576d41bf6daf8d35dd7b,cf6a31dcd5a86e6efad0cf304abaa77b0ee5e068
002cf5e4,241d881cd326de881c9f0d457c2f8e0650c87b46,234,230,256,256,66efcda0b18c80ec74e4996cd84a63792961eb06,a29a99bae6fb2a3817468a42f82c95938d25031a
002cf5ec,7ce5c7d580df3644b544469a95e9043016a41237,230,274,256,512,0d9e73fcecd8b19148020c521e55892a972db050,f13bcaf0c80715be16abb894d55addf6515e9868
002cf5f4,df916c42bc4386e4e1337217e5ac6740acfd047f,230,230,256,256,cfc07dcdc5b62b134d30a6a42508eb83279e4814,7cf40791592f708fd37c952145bcc3729c3aaca4
002cf604,dd69bbab07afe148ac0c6244f3ec537c7bee7863,230,230,256,256,2e5fa3de2b75191434b1d93f71a453c23ebd1195,77209e5824341e430a0a74e99884b6fff068451d
002cf605,5c4370746ae3307b93648b41567d2bd38949e1bd,230,230,256,256,1d50737887eb2ccbd14cf7b22e3c34a98778c827,c9905030f817354d471feadaaa02872d7efbb70c
002cf60c,5f9e3ae5576bce70625f7018b3c80ced7e527d68,230,230,256,256,20608bd0e734179b27c097a2cd6e0f1a649a0098,33ecd1653d482604518b3c666668ba8a56b54ac2
002cf6fc,4d72b2545c2f695e1488e2ba777d1206c0bb87c3,230,280,256,512,5a3f55eb7dc05fd9cf2ce9e0d2d068af0b103169,9534590108d3cf47154f637a80df6e6c7ae0c5c9
002cf71c,295a61679beeb971b9f37eaeb7f74f42bb708acc,240,244,256,256,d8099fc421a29cab8074ae4da756bce3389785a9,ee87376b544b3dd563d3ef5b3634523894f817de
002d12fd,33a3eb151b8ec440c48df176add11be70220c5c2,20,20,32,32,d883e1167e8bd181638dc45a329da10506bc2636,8bb1ee6e6a5f39c1db779131f0549837786917dd
002d265e,8e36fa88d2d583255407a7a6991de620db673b14,64,16,64,16,28e6381b785955d79c95ce2bf170585b4138df88,1ebb7ba5e743224a48a83d6bd52c07773a56c23b
002d366f,04f5cd0c235652afef2d2bd78c68561b2fcb36c9,64,32,64,32,03cd5bb9bcb0267add7c54dce4f46f0cf38d3da8,055e3d31dadf895433aa175a41bedc9d12d96b44
002d5bb8,d2edbfb49993a2d1d369fbea9363e302895747d8,96,16,128,16,edea7f1870259b041425d4d353e3ef46f1993258,0000000000000000000000000000000000000000
002d6022,9c21f5d022794c2e5eb20cc3cd46d732d8dd4448,440,208,512,256,08e1ea9a46c3413af46867d90113c2afa94b96d9,b008893ca1e70ab2ba8c4ee996ab43524fc29529
002e3854,995409ae045cc7ad0fdfe60cfc95b2e96e4c9d80,222,50,256,64,45b7e823d8abf5a9d2b5a5a9ecfe4407a6b882ca,0000000000000000000000000000000000000000
002e44cc,c9d05a8824577ed27189bda22be6c2945d2bd9f6,222,50,256,64,f56cbf819157c62bc6eeaaf976a06e652672bdee,0000000000000000000000000000000000000000
002e4920,59eac23368f743164015b34b6cc70c26978e2b9a,222,50,256,64,c99127e7ba11b2d997f5a5c924866429cd0f0c7c,0000000000000000000000000000000000000000
002e72af,4721f7df0e41e382f63131d5f659701af98b6822,64,64,64,64,a70835e81ddc1d7e31018c7a861817a247755f65,0000000000000000000000000000000000000000
002e72b3,ffdf091c10d61a96eeb9d919673c6d5ec25c5b67,64,64,64,64,cf07ce89dca3a6de42c2244c5df9df694f5d3c6f,0000000000000000000000000000000000000000
002e8302,6aa0332c30ca7706b7faa91272ddb6ec26b4cc13,80,116,128,128,154c2064f807988169c70c846e2797f68387cdae,57cce1f75f5a6590d82afa1b4b938a8281e87fef
002f1182,223cf6b156da3b056e2b3d661c8cd613cfd4601f,80,116,128,128,84c8c24bd625df5be6e251f233ec70be5e6e56ee,b29c003a642c419dc7d917057102c7fd27f7a16b
002f2b74,ef596db9435accd2ebc82c8a9def374f219cfc28,32,32,32,32,ef151f30146014c23c48a9d9bc4bae371cc7dca9,73df8985642fdd9d640e2ba56bb29fd1b76cac85
002f72af,66cd311d4516ba5bd2e2bdc57080f64809a39348,64,64,64,64,e8c209bd0c089ac77b1681f42c867aabd82e1a5e,0000000000000000000000000000000000000000
002f72b3,d72d87015821acf0f206f97ecc9dc8686427d9fe,64,64,64,64,fc9b15cc849b4e434afc660c8428bf663bb65a47,0000000000000000000000000000000000000000
